0	1
もう 友達 じゃん	友達 欲しい
練習 ある のみ ！ たくさん 練習 頑張っ て	ダンス が 覚え られ ない
むしろ 新しい 素敵 な こと が ある かも よ	手越 くん 、 卒業 し ちゃっ た
努力 し た こと に 意味 が ある	落ち た
焦ら ず 次 の 電車 で 行こ	電車 に 間に合わ なかっ た
どう し た の ？ 話 聞く よ	友達 と 喧嘩 し た
できる よ ！	友達 できる か な
頑張っ て ！ 応援 し てる よ	来週 、 面接 だ
ゆっくり 考えよ	全然 、 わから ない
あと 少し 、 頑張っ て ！	〆切 が 迫っ てる
一旦 休憩 しよ ！	やる気 が 出 ない
数 は 気 に し なく て いい	いい ね が もらえ ない
そんな の 気 に し なく て いい よ 、 無視 無視	SNS で 悪口 を 書か れ た
人 は 人 、 自分 は 自分 ！ 充実 し ちゃお	楽し そう な 投稿 が うらやましい
や だ よ ね 、 直接 嫌 な 気持ち 伝え た ほう が いい よ	勝手 に 写真 が 使わ れ た
うち 泊まる ？	終電 を 逃し た
Tver で 再 放送 さ れ てる か な ？	見 たかっ た ドラマ を 見逃し た
家 に 帰っ たら 時 天国 じゃん	エアコン を 消し 忘れ た
それ は 、 ちゃんと 確認 しよ	提出 出来 なかっ た
早く 寝 て 朝 早く 食べよ ！	ご飯 食べる タイミング 逃し た ！
今日 は 奢っ て あげよ う	お 財布 忘れ た
今 すぐ 帰っ て あげ な	猫 に ごはん あげる の 忘れ た
早く 見つけ て 捕まえよ う ！	犯人 を 逃し た
1 週間 以内 なら 大丈夫 ！	賞味 期限 が 切れ て い た
水 の 滴る いい 女 に なっ た ね	水 溜り に 入っ た
運 が 付い た ん じゃ い ？	鳥 の フン が かかっ た
見る 目 無かっ た 次 行こ う	彼氏 に 振ら れ た
食べる 量 減らし て み たら ？	太っ た
運動 すれ ば 大丈夫	食べ 過ぎ た
また コピー すれ ば いい さ	紙 を 破っ た
今 から 急い で やろ う ！	今日 提出 の 物 が あっ た
こっち から 願い下げ じゃ ない ？	専攻 は ずれ た
元気 出し て	貢が せ て くれ ない
顔 を こっち に 向か せれ ば ？	話し を 聞い て くれ ない
頑張っ たら 良い こと ある ん じゃ ない ？	テスト 勉強 し たく ない
フッタ こと を 後悔 さ せ て やれ	元 カレ と あっ た
マジ う ざいな 、 一 回 殴っ たら ？	変換 が 上手く いか ない
カット バン 買っ て 休も う か	靴擦れ し た
ゆっくり 休ん で 治そ う	風邪 かも
一旦 深呼吸 しよ ！	タンス の 角 に 足 の 小指 を ぶつけ た
ブレイクタイム に しよ う	画面 を 見 すぎ て 、 目 疲れ た
まずは 、 遊ぼ う ！	疲れ て 心 が 痛い
私 が いる よ ！	ハブ られ た
歯 医 行こ う ！	歯 が 痛い
取り敢えず 、 携帯 会社 に 問い合わせよ う	スマホ を 無くし た
充電 スポット に 行こ う ！	スマホ の 充電 が 切れ た
貸し て あげよ う か ？	改札 で お金 が ない こと に 気づい た
一緒 に バイト しよ う ！	お金 が 無い
警察 に 相談 し に 行こ う	財布 を 無くし た
銭湯 に 入り に 行こ う	お 風呂 が 壊れ た
すぐ に 洗え ば 大丈夫 さ	ミート ソース を こぼし た
すぐ に 気が付い て 良かっ た じゃん ！ 乗り換えよ ！	逆 向き の 電車 に 乗っ た
それ も 似合っ てる よ ！ 気 に なる なら 前髪 上げれ ば ？	前髪 を 切り すぎ た
そういう 事 も ある さ	砂糖 と 塩 を 間違え た
慌て ない で 確認 しよ う ！	電車 を 間違え た
ゆっくり おいで	遅刻 し そう
もう一度 教え て もらい な	人 の 名前 間違え た
一緒 に 練習 しよ う ！	メイク が 上手 に でき ない
夜 を 我慢 し て みれ ば ？	ダイエット を し たい の に 食べ て しまう
部屋 を 温かく し て おこ う ！	寒い から 布団 から 出 たく ない
私 も 不安 すぎる	将来 が 不安
心 の コンパス に 従お う ！	どっち に 進め ば いい か 分から ない
どんな 色 でも かわいい けど ね ？	髪 色 が 決まら ない
すぐ に 熱く なれる ん だ ね	短気 かも
いろんな 事 を 体験 できる じゃん	冷め やすい ん だ よ ね
そう 思っ てる だけ で 優しい よ	優しく なり たい
そのまま でも 十分 かわいい けれど 、 自分 が し たい なら すれ ば いい さ	整形 し たい
当たっ て 砕け な ！	告白 し たい
悲しみ に 溺れる ね	手越 くん 、 卒業 し ちゃっ た
次 頑張れ ば いい ん だ よ ！	落ち た
もう ゆっくり 行こ う	間に合わ なかっ た
そこ と は 縁 が 無かっ た ん だ よ	すっぽかし た
いつも 心 の 中 に いる よ	ペット が 死ん じゃっ た
気分 を あげ に 行こ う ！	取り敢えず 悲しい
推し の 為 に 頑張っ て	しんどい
神 に 愛さ れ てる から 大丈夫	誰 も 観 て くれ ない
一 人 じゃ ない よ	生き て いる の が つらい
出来る よ ！ 自分 から 話しかけ て み たら ？	友達 できる か な
もう一度 、 確認 しよ う	来週 、 面接 だ
自分 を 信じ て ！	全然 、 わから ない
予習 を 頑張ろ う ！	テスト が できる か 分から ない
自分 を 磨こ う	結婚 出来る か な
自分 を 理解 し て 突き進む しか ない	就職 出来る か な
ダイコン だ と 思う ん だ ！	緊張 する
何 色 に も 染まら ない なんて 素敵	周り と なじめ ない
自分 が 気 に し て て も 相手 は 気 に し て ない よ	今日 の 振り返り
人 の こと 考える な ！ 自分 は 自分 ！	いい ね が もらえ ない
暇人 な ん だ ね	SNS で 悪口 を 書か れ た
自分 も 楽しい こと すれ ば ？	楽し そう な 投稿 が うらやましい
本人 に 言っ て 削除 し て もらお う	勝手 に 写真 が 使わ れ た
相手 も 忙しい ん だ よ	返信 が こ ない
明日 かけ 直し て みれ ば ？	電話 も 出 ない
見 なきゃ 良い	におわせ が つらい
一 回 整理 し て み たら	予定 が 入り 過ぎ て いる
一言 声 掛け たら ？	話し に 割り込ん で くる
距離 を 置こ う	見 てる の も いや
自分 の 意見 を 言っ た 方 が いい	親 が 干渉 し て くる
取り返し て やれ	マウント 取っ て くる
警察 に 突き出そ う	痴漢 さ れ た
自分 の 良い ところ を 見つけ て みよ う	自分 が う ざい
自分 に しか ない 個性 を 示そ う	元 カノ と 比較 さ れ た
愛 が 無きゃ 許せ ない よ	嫌 な こと さ れ た 、 だけど 許し た
眠 剤 や ゆっくり お 風呂 に 入り な	寝 れ ない
天使 が 舞い降り た と 思っ た	かわいい 子
そこはかとなく いい 感じ だ よ ね ！	普通 の 子
いい 奥さん に なれる ね	家事 得意
石油 王 と 結婚 出来る ん じゃ ない ？	英語 が 出来る
ほんとに 愛し てる わ	嬉しい こと を さ れ た
心 の 広 さ 太平洋 か よ	許し を こう
その 考え 神 か よ	アイディア を 貰っ た
のんき な の は 心 の 余裕 が ある から よ	マイペース
情 に 熱い 良い 人 だ と 思う よ	熱心 に 教え て たら ウザ がら れ た
毎日 努力 し て て 偉い ね	今日 も 寝る 時間 が 遅く なっ た
それ も 個性 さ	他人 と 気 が 合わ ない
誰 と で も 話せる の は 凄い ！	おしゃべり かも
真面目 に 生き てる って こと だ から いい こと じゃ ない ？	融通 が 利か ない 節 が ある の
たま に は ゆっくり でも いい ん じゃ ない ？	電車 逃し た
見逃し 配信 を チェック ！	ドラマ 見逃し た
愉快 な サザエさん ♪	財布 忘れ た
きっと 大丈夫	鍵 しめ 忘れ た
切符 チャレンジ ！	Suica 忘れ た
あ ちゃ ー	終電 逃し た
おなか 壊し ませ ん よう に	賞味 期限 が 切れ て い た
楽し そう ！	水 溜り に 入っ た
いい こと ある よ	鳥 の フン が かかっ た
アイス が 美味しい 季節 ！	暑い
風邪 ひか ない よう に 温かく し て ね	寒い
みんな も 頑張っ てる ！	満員 電車 …
ドン マイ ！	トイレ めっちゃ 並ん でる
運 が つい て くる よ	うん ち 踏ん だ
長引い た 分 だけ 賢く なっ た ！	授業 が 長かっ た
戦闘 態勢 ！	G に 遭遇 し た
そんな 日 も ある ！	赤信号 ばっかり ！
危ない ！	自転車 と ぶつかり そう に なっ た
お疲れ様 ！ ゆっくり 休ん で ね	今日 は 1 日 忙しかっ た
why ？	英語 の 先生 めっちゃ 当て て き た
コロナ 収まれ ー	韓国 行き たい
ムヒ ！	蚊 に 刺さ れ た
イメチェン ！	日焼け し た
きっと 美味しい ん だ ！	外食 し たら 行列 が …
お疲れ様 ^_^	疲れ た
イヤ ホン で 好き な 音楽 を 聴い て みよ う	周り の 音 が うるさい
大変 ！	事故 に 遭っ た
いい 運動 に なる ね	階段 辛い
人生 の 主役 は あなた ！ 気 に し なく て 良い よ	嫌い な 人 に 会っ た
給料 日 の 自分 が 喜ぶ ！	バイト 長引い た
あなた が 死ん だら 悲しい ！	死に たい …
聞き流そ う	バイト 先 の 先輩 が 面倒臭い
あなた が 悪い と は 限ら ない ！	先生 に 怒ら れ た
ฅ ^• · ̫ •^ ฅ 貸そ う か ？	猫 の 手 借り たい …
次 まで ワクワク 期間 だ ！	次回 が 気 に なる
痛い よ ね …	口内 炎 痛い
バランス の 良い 食事 を	ニキビ でき た
ムキムキ に なる	筋肉 痛 …
悪化 し ない よう に ゆっくり 休ん で ！	喉 痛い
洗い流し て ー	目 に ゴミ 入っ た
痛い の 痛い の 飛ん で いけ 〜	小指 ぶつけ た
無理 し ない で 〜	膝 が 痛い
すぐ に 冷やし て ！	火傷 し た
早く 歯医者 へ ！	虫歯 が 痛い
暴力 反対 ！	叩か れ た
薬 飲ん だ ？	花粉 症
温かく し て 寝 て ね	熱 が 出 た
痛 っ … お 大事 に	紙 で 指 切っ た
電話 し て みよ う	スマホ を 無くし た
バッテリー は ？	スマホ の 充電 が 切れ た
ある よ ね ～	改札 で お金 が ない こと に 気づい た
雨宿り しよ う	急 に 雨 が 降っ て き た
お 昼寝 する ？	眠い
Wi - Fi 活用 ！	通信 制限 き た ー
温度 を 下げよ う	暖房 暑 すぎ た
ホット ミルク 飲む と 良い よー	寝 なきゃ いけ ない のに 寝 れ ない
焦ら ず 身 を 低く し て ゆっくり 移動 ！	蜂 に 追いかけ られ た
ちょっと だけ 見 ちゃう ？	課題 ある けど ドラマ の 続き 見 たい
ゆっくり でも 明日 は くる 〜 ♪	電車 遅れ てる
ここら で 休憩	電車 止まっ た
新しい 旅 の 始まり ！	電車 に 乗り 間違え た
頑張れ ！	荷物 が 重い
無視 無視 ！	迷惑 メール
上手く かわそ う	酔っ払い に 絡ま れ た
頑張っ て ✧＼ ٩ (• ́ ι _• ̀ ) و ／✧	雨 な のに バイト ある …
みんな で ゲーム でも し ながら ゆっくり 行こ う ！	渋滞 …
ドン マイ	ミート ソース を こぼし た
おしゃれ さん	前髪 を 切り すぎ た
意外と 美味しい かも ！	砂糖 と 塩 間違え た …
そんな バナナ	バナナ で すべっ た
なんとか なる なる 〜 ！	寝坊 し た
運命 の 相手 かも	人 と ぶつかっ た
大丈夫 ？ 怪我 は ない ？	転ん だ
今日 も 一 日 頑張れ ୧ ⃛( ๑ ⃙⃘ ⁼ ̴̀꒳ ⁼ ̴́๑ ⃙⃘) ୨ ⃛	眠い けど 起き なきゃ
似 た もの 同士	親 と 喧嘩 し た
そんな 君 も 素敵 さ ☆	太っ た
可愛い よ ♡	寝癖 すごい
頑張れ ！	課題 が 多い
良い 香り の ハンド クリーム を 使っ て みよ う ！	手 が 乾燥 し て き た …
明日 は きっと 会える ！	友達 に 会え なかっ た
また 明日 行っ て みよ う ！	欲しい もの が 売り切れ だっ た
交番 へ let ' s go ！	お 財布 落とし た
